Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,742,Research & Development,3,3,Other,1,1178,4,Male,74,3,3,Research Scientist,2,Single,6034,14232,0,Y,No,15,3,4,80,1,5,0,4,5,2,5,5
46,No,Travel_Rarely,1225,Sales,1,2,Life Sciences,1,1179,4,Female,57,4,1,Sales Executive,1,Single,2136,12534,4,Y,Yes,17,3,3,80,2,13,2,3,7,1,4,0
19,No,Non-Travel,1091,Research & Development,13,3,Life Sciences,1,1180,4,Female,85,3,1,Research Scientist,2,Married,6370,4448,2,Y,Yes,11,3,4,80,2,4,4,3,2,1,2,1
48,No,Travel_Rarely,1498,Human Resources,2,4,Medical,1,1181,4,Male,58,3,2,Human Resources,1,Single,5815,6136,2,Y,No,14,3,1,80,2,8,2,3,1,1,1,1
50,No,Travel_Frequently,860,Research & Development,1,4,Technical Degree,1,1182,4,Male,58,3,1,Research Scientist,1,Married,1009,18652,1,Y,Yes,20,3,3,80,0,19,1,2,19,2,1,9
35,No,Travel_Frequently,1148,Research & Development,23,5,Marketing,1,1183,4,Female,98,3,2,Research Scientist,3,Married,3966,13349,1,Y,No,11,3,4,80,0,2,5,2,0,0,0,0
18,No,Travel_Rarely,385,Sales,14,4,Human Resources,1,1184,3,Female,40,3,4,Sales Executive,4,Married,9920,17423,1,Y,No,21,4,3,80,0,40,2,2,4,3,3,4
34,No,Non-Travel,214,Research & Development,1,1,Medical,1,1185,2,Male,31,3,2,Manufacturing Director,4,Married,5381,25218,0,Y,No,11,4,3,80,3,1,4,3,1,1,1,0
37,No,Travel_Rarely,474,Sales,14,3,Life Sciences,1,1186,1,Female,97,3,3,Sales Executive,3,Married,5528,19149,0,Y,No,18,3,4,80,0,8,2,3,3,2,0,3
29,Yes,Travel_Rarely,298,Sales,17,4,Medical,1,1187,3,Male,39,3,2,Sales Representative,3,Single,4798,2787,2,Y,Yes,14,3,2,80,0,27,2,4,11,0,1,5
33,No,Travel_Rarely,1289,Research & Development,21,3,Marketing,1,1188,4,Male,56,3,4,Research Director,1,Single,8924,10833,0,Y,No,11,3,4,80,0,32,3,3,10,10,6,5
51,No,Non-Travel,994,Research & Development,7,3,Life Sciences,1,1189,3,Female,64,3,5,Laboratory Technician,2,Married,10844,8070,4,Y,No,13,3,4,80,0,3,3,3,3,2,0,3
44,No,Travel_Frequently,923,Sales,11,3,Life Sciences,1,1190,4,Female,79,3,2,Sales Representative,1,Married,5389,3216,1,Y,No,17,3,1,80,0,2,3,3,2,2,2,2
29,No,Travel_Rarely,111,Research & Development,13,3,Life Sciences,1,1191,3,Male,31,2,1,Research Scientist,4,Single,3661,21775,0,Y,No,15,3,4,80,0,14,2,2,6,2,1,2
23,No,Travel_Frequently,499,Research & Development,11,4,Medical,1,1192,3,Female,46,3,2,Research Director,1,Married,6262,22464,1,Y,No,19,3,2,80,0,0,3,2,0,0,0,0
35,No,Travel_Rarely,253,Research & Development,9,3,Technical Degree,1,1193,3,Male,53,1,1,Laboratory Technician,4,Single,3362,21074,1,Y,No,21,3,3,80,3,7,3,3,7,1,4,2
36,No,Travel_Rarely,292,Research & Development,7,3,Medical,1,1194,3,Female,86,2,3,Healthcare Representative,3,Single,6754,6462,0,Y,No,11,3,4,80,1,18,2,3,18,0,8,5
42,No,Travel_Rarely,378,Research & Development,6,5,Other,1,1195,2,Male,45,2,2,Healthcare Representative,2,Single,6072,5117,0,Y,No,11,4,4,80,1,9,6,4,9,0,1,1
33,Yes,Travel_Rarely,594,Sales,29,3,Life Sciences,1,1196,4,Female,65,1,1,Sales Executive,1,Divorced,2964,11069,1,Y,No,11,3,4,80,0,2,4,3,1,1,1,1
42,No,Travel_Rarely,1368,Human Resources,4,2,Human Resources,1,1197,4,Female,74,2,1,Human Resources,3,Single,2701,11225,1,Y,Yes,12,3,4,80,2,7,4,4,0,0,0,0
55,No,Travel_Rarely,589,Human Resources,1,3,Technical Degree,1,1198,4,Male,39,3,2,Human Resources,4,Single,4082,16990,4,Y,No,19,3,3,80,2,28,3,3,12,2,4,0
45,No,Travel_Rarely,377,Sales,13,4,Life Sciences,1,1199,2,Female,92,2,4,Sales Representative,4,Single,9255,20006,5,Y,No,17,3,3,80,3,11,1,3,11,7,0,3
37,No,Travel_Frequently,291,Research & Development,2,4,Other,1,1200,4,Female,72,3,2,Research Scientist,2,Single,5111,18571,1,Y,No,13,3,3,80,0,14,3,3,10,1,1,5
36,No,Travel_Rarely,965,Sales,7,4,Life Sciences,1,1201,2,Female,80,4,3,Sales Executive,3,Married,11160,11616,0,Y,No,15,3,2,80,2,5,4,2,2,2,2,2
34,No,Travel_Rarely,1432,Research & Development,1,4,Technical Degree,1,1202,2,Male,32,3,1,Research Scientist,2,Single,2952,12047,3,Y,No,20,3,3,80,0,2,0,2,2,2,1,2
48,Yes,Travel_Frequently,397,Research & Development,9,2,Technical Degree,1,1203,4,Female,95,3,2,Manufacturing Director,4,Single,4083,8754,4,Y,Yes,22,4,4,80,0,3,3,1,3,3,1,2
32,No,Travel_Rarely,1359,Research & Development,26,4,Marketing,1,1204,2,Female,64,4,2,Laboratory Technician,4,Married,3751,16270,8,Y,No,16,3,3,80,0,8,2,3,4,4,4,1
38,No,Non-Travel,442,Research & Development,12,4,Medical,1,1205,1,Male,98,3,3,Research Director,3,Married,6762,23527,0,Y,No,11,3,4,80,1,4,2,3,3,2,3,0
38,No,Travel_Rarely,694,Sales,2,2,Life Sciences,1,1206,2,Female,65,2,1,Sales Executive,3,Married,5766,20699,1,Y,No,16,3,4,80,1,9,2,2,9,2,7,5
33,No,Travel_Rarely,1318,Sales,29,2,Medical,1,1207,4,Male,78,4,2,Sales Executive,3,Married,4401,21220,3,Y,No,19,4,1,80,0,14,6,3,2,1,1,2
25,No,Travel_Frequently,984,Research & Development,3,5,Life Sciences,1,1208,2,Male,30,4,1,Laboratory Technician,2,Single,3860,3190,4,Y,No,16,3,3,80,1,15,3,3,6,6,5,6
41,No,Travel_Rarely,1489,Research & Development,5,4,Technical Degree,1,1209,3,Male,71,3,1,Laboratory Technician,1,Married,1936,26669,0,Y,No,18,3,3,80,0,2,2,3,2,2,2,2
37,No,Travel_Rarely,1051,Human Resources,6,4,Marketing,1,1210,3,Male,70,3,5,Human Resources,3,Single,12892,23481,3,Y,No,17,4,3,80,0,15,3,3,8,8,0,2
42,No,Travel_Rarely,359,Research & Development,29,4,Human Resources,1,1211,4,Female,86,3,1,Laboratory Technician,4,Married,3688,16069,1,Y,No,11,4,4,80,0,12,2,3,6,2,2,2
33,No,Non-Travel,1078,Research & Development,1,3,Life Sciences,1,1212,4,Male,49,2,1,Research Director,3,Married,1642,20581,0,Y,No,12,3,3,80,1,0,3,3,0,0,0,0
49,Yes,Travel_Rarely,1356,Research & Development,11,3,Technical Degree,1,1213,3,Female,43,2,2,Laboratory Technician,1,Single,4038,21220,2,Y,Yes,14,3,4,80,0,1,4,3,1,1,1,1
30,No,Travel_Frequently,115,Sales,4,3,Other,1,1214,1,Male,81,3,4,Sales Executive,4,Married,12488,6823,0,Y,No,19,3,4,80,0,11,3,3,2,2,2,2
53,No,Travel_Rarely,1139,Sales,1,1,Technical Degree,1,1215,2,Male,83,4,2,Sales Executive,2,Divorced,6477,17323,3,Y,Yes,12,3,3,80,3,5,3,2,5,5,3,5
22,No,Travel_Rarely,657,Research & Development,25,4,Life Sciences,1,1216,3,Male,78,1,3,Laboratory Technician,2,Divorced,8686,6393,3,Y,No,17,3,4,80,2,2,3,3,2,1,0,1
42,No,Travel_Rarely,1109,Research & Development,8,3,Life Sciences,1,1217,4,Male,59,3,4,Laboratory Technician,2,Married,11181,22140,5,Y,No,16,3,1,80,0,0,3,2,0,0,0,0
42,Yes,Travel_Rarely,311,Sales,13,3,Life Sciences,1,1218,1,Female,32,1,1,Sales Executive,3,Married,3189,10301,1,Y,Yes,21,3,1,80,1,2,3,3,2,2,0,0
30,No,Travel_Rarely,1165,Research & Development,2,3,Medical,1,1219,2,Female,41,3,2,Research Scientist,3,Single,8027,18603,0,Y,No,15,3,1,80,0,35,4,3,7,7,6,1
41,No,Travel_Frequently,1159,Research & Development,13,3,Medical,1,1220,4,Female,60,3,2,Research Scientist,3,Single,5066,17219,1,Y,Yes,11,4,3,80,1,14,3,3,0,0,0,0
49,No,Travel_Rarely,848,Sales,16,2,Other,1,1221,3,Male,66,3,4,Sales Executive,4,Married,10866,24475,2,Y,No,18,3,2,80,1,8,6,3,2,2,0,2
18,Yes,Travel_Rarely,1359,Research & Development,5,2,Life Sciences,1,1222,4,Male,56,1,1,Healthcare Representative,2,Married,1009,17881,3,Y,No,23,3,4,80,0,31,4,2,12,12,0,4
42,No,Travel_Rarely,1415,Research & Development,8,2,Life Sciences,1,1223,4,Male,53,3,1,Laboratory Technician,4,Divorced,1263,13708,1,Y,No,18,4,3,80,0,11,4,4,5,2,2,5
18,Yes,Travel_Rarely,956,Sales,29,2,Medical,1,1224,4,Male,70,3,3,Sales Executive,1,Married,5699,24152,2,Y,No,12,3,3,80,0,14,4,3,0,0,0,0
29,No,Travel_Rarely,949,Research & Development,17,5,Technical Degree,1,1225,3,Male,93,2,2,Manager,4,Married,6911,6268,2,Y,No,11,3,2,80,1,4,2,3,2,2,2,1
52,No,Travel_Rarely,1052,Research & Development,5,2,Other,1,1226,3,Female,40,2,2,Research Scientist,3,Married,1171,13858,0,Y,Yes,12,3,2,80,2,10,2,3,7,7,1,1
32,No,Non-Travel,1443,Research & Development,10,2,Technical Degree,1,1227,4,Male,45,3,2,Healthcare Representative,3,Divorced,4397,23976,2,Y,No,23,3,2,80,3,2,3,2,2,0,2,1
27,No,Travel_Frequently,741,Research & Development,14,3,Medical,1,1228,3,Female,43,3,1,Research Scientist,3,Married,1009,8501,1,Y,No,14,3,3,80,3,6,3,2,6,4,0,4
36,No,Travel_Rarely,509,Human Resources,1,3,Medical,1,1229,2,Male,76,2,2,Human Resources,3,Married,3753,4446,4,Y,No,13,3,3,80,3,0,4,3,0,0,0,0
56,Yes,Travel_Rarely,917,Research & Development,8,2,Technical Degree,1,1230,2,Male,59,3,2,Manufacturing Director,1,Married,4264,11797,3,Y,Yes,15,3,3,80,0,3,0,2,3,3,3,3
21,No,Travel_Rarely,1205,Sales,29,4,Medical,1,1231,4,Female,53,4,4,Sales Executive,4,Divorced,12077,8977,0,Y,Yes,14,3,3,80,1,1,2,2,1,1,1,1
28,Yes,Travel_Rarely,277,Research & Development,26,4,Life Sciences,1,1232,4,Male,42,1,1,Manager,1,Single,3095,6314,2,Y,No,21,3,4,80,0,5,4,4,3,2,0,2
51,No,Travel_Frequently,1116,Research & Development,16,2,Life Sciences,1,1233,1,Female,38,3,4,Laboratory Technician,1,Divorced,8750,23315,3,Y,No,11,3,1,80,2,20,0,3,2,2,2,2
54,No,Travel_Frequently,949,Research & Development,1,2,Life Sciences,1,1234,1,Female,78,2,3,Laboratory Technician,3,Married,9099,26750,0,Y,No,20,3,4,80,2,5,2,3,5,5,0,4
37,No,Travel_Rarely,1410,Research & Development,29,5,Marketing,1,1235,4,Male,55,1,1,Manufacturing Director,4,Married,2527,25493,4,Y,No,16,3,3,80,0,20,2,3,6,5,3,1
26,No,Travel_Frequently,419,Research & Development,8,4,Life Sciences,1,1236,4,Female,78,2,3,Manufacturing Director,1,Married,7556,11930,1,Y,No,20,4,3,80,1,12,4,4,3,3,2,3
56,No,Travel_Rarely,511,Sales,2,4,Life Sciences,1,1237,2,Male,71,3,1,Sales Executive,4,Married,1009,2268,2,Y,No,21,3,2,80,0,8,3,2,3,3,1,1
52,No,Travel_Frequently,1267,Research & Development,10,1,Life Sciences,1,1238,2,Male,74,3,5,Laboratory Technician,4,Single,11015,17578,7,Y,No,16,3,3,80,0,3,5,3,3,0,0,3
44,No,Travel_Rarely,348,Human Resources,17,3,Medical,1,1239,3,Female,50,3,4,Human Resources,3,Divorced,8762,10633,2,Y,No,14,3,2,80,3,28,2,3,2,1,0,2
30,No,Travel_Rarely,278,Research & Development,1,3,Life Sciences,1,1240,2,Male,58,3,1,Research Scientist,3,Married,2570,12198,1,Y,Yes,15,3,4,80,2,1,4,2,1,1,1,1
37,No,Travel_Rarely,912,Sales,22,2,Medical,1,1241,4,Female,53,3,1,Sales Representative,4,Married,2617,20036,0,Y,No,15,3,3,80,0,13,2,3,7,4,5,2
36,Yes,Travel_Frequently,1469,Sales,23,3,Life Sciences,1,1242,1,Female,71,2,2,Sales Executive,2,Single,7316,19916,0,Y,No,11,3,4,80,0,11,2,3,4,4,1,4
41,No,Non-Travel,365,Sales,1,3,Life Sciences,1,1243,1,Female,70,3,2,Sales Executive,3,Married,5578,5019,2,Y,No,21,3,3,80,0,6,3,3,4,1,0,1
51,No,Travel_Rarely,269,Sales,21,3,Medical,1,1244,2,Male,77,3,2,Sales Executive,4,Married,1009,9080,2,Y,No,16,3,2,80,3,3,1,2,3,1,3,0
46,No,Travel_Rarely,1150,Sales,26,4,Life Sciences,1,1245,2,Male,72,4,1,Sales Executive,4,Married,2894,6913,1,Y,No,11,3,3,80,2,6,2,3,2,2,1,2
28,No,Travel_Rarely,804,Research & Development,1,4,Life Sciences,1,1246,1,Female,37,4,2,Research Scientist,4,Married,2825,7465,6,Y,No,11,3,1,80,1,23,2,3,1,1,1,0
50,Yes,Travel_Rarely,629,Research & Development,3,3,Life Sciences,1,1247,1,Male,92,3,1,Healthcare Representative,2,Married,1051,6797,1,Y,Yes,11,3,4,80,1,20,1,3,2,1,1,2
40,No,Travel_Frequently,1435,Research & Development,4,4,Human Resources,1,1248,4,Male,92,3,4,Manager,2,Divorced,8782,14078,2,Y,No,18,3,4,80,1,31,4,3,3,2,1,3
44,No,Travel_Rarely,129,Sales,4,2,Marketing,1,1249,1,Male,35,2,4,Sales Representative,2,Married,9005,25190,2,Y,No,13,4,4,80,0,4,2,3,4,4,2,4
51,No,Travel_Frequently,1495,Research & Development,13,4,Life Sciences,1,1250,4,Male,81,3,2,Laboratory Technician,3,Divorced,2937,24855,2,Y,No,14,3,3,80,3,5,6,3,5,2,2,5
28,No,Travel_Rarely,1419,Sales,4,2,Life Sciences,1,1251,2,Male,50,4,4,Manager,2,Single,10305,18835,2,Y,No,17,4,3,80,1,0,4,4,0,0,0,0
37,No,Travel_Rarely,765,Research & Development,28,1,Other,1,1252,3,Female,43,1,1,Manufacturing Director,2,Married,1009,21875,1,Y,No,13,3,4,80,0,32,2,2,20,5,5,6
33,Yes,Travel_Rarely,681,Research & Development,29,3,Marketing,1,1253,2,Female,87,3,1,Manufacturing Director,3,Married,3035,11374,6,Y,No,17,3,2,80,0,4,3,1,4,3,1,4
23,No,Non-Travel,138,Research & Development,3,3,Medical,1,1254,2,Male,54,3,2,Research Scientist,4,Married,8355,2386,1,Y,Yes,16,3,4,80,1,6,3,3,6,3,2,1
41,No,Travel_Rarely,989,Sales,6,4,Marketing,1,1255,3,Male,85,3,2,Sales Executive,4,Divorced,3006,7537,2,Y,No,15,3,3,80,0,26,4,3,15,3,1,3
60,No,Travel_Rarely,648,Research & Development,7,3,Marketing,1,1256,3,Male,38,2,2,Research Scientist,4,Single,4573,11276,3,Y,Yes,11,3,4,80,1,8,4,3,7,7,3,7
21,No,Travel_Rarely,747,Research & Development,8,2,Marketing,1,1257,4,Female,65,4,4,Laboratory Technician,1,Single,6215,13688,0,Y,Yes,12,3,4,80,2,9,3,3,6,3,0,5
37,No,Travel_Rarely,979,Research & Development,4,3,Medical,1,1258,4,Male,86,3,5,Laboratory Technician,1,Divorced,12049,4670,4,Y,Yes,17,3,4,80,1,2,0,2,1,1,0,1
43,No,Travel_Rarely,774,Research & Development,2,3,Medical,1,1259,3,Female,34,2,3,Laboratory Technician,4,Single,8464,8372,2,Y,Yes,13,3,3,80,1,8,3,2,8,3,4,0
39,No,Non-Travel,473,Research & Development,1,3,Life Sciences,1,1260,3,Male,36,1,3,Research Scientist,3,Married,8581,2913,3,Y,No,20,3,2,80,1,28,4,3,6,1,0,6
37,No,Travel_Rarely,837,Research & Development,1,4,Other,1,1261,4,Female,35,3,1,Manufacturing Director,3,Married,2616,13776,4,Y,No,24,4,3,80,0,9,3,3,5,2,2,5
26,Yes,Travel_Rarely,203,Sales,21,4,Medical,1,1262,3,Male,81,2,1,Sales Executive,1,Divorced,3834,22703,5,Y,Yes,18,3,4,80,0,3,4,3,3,3,3,1
40,No,Travel_Rarely,1480,Research & Development,3,4,Life Sciences,1,1263,4,Female,99,2,3,Laboratory Technician,2,Single,11319,22098,1,Y,No,21,3,4,80,0,0,3,3,0,0,0,0
31,No,Non-Travel,566,Research & Development,1,5,Human Resources,1,1264,4,Male,84,3,2,Manager,3,Single,7568,26407,4,Y,No,18,3,1,80,3,5,0,3,5,5,0,1
18,No,Travel_Rarely,795,Research & Development,9,2,Human Resources,1,1265,1,Female,43,3,2,Manager,4,Married,4216,8806,1,Y,No,13,4,3,80,2,9,5,2,4,1,1,4
48,No,Travel_Rarely,581,Research & Development,1,4,Other,1,1266,2,Male,30,3,1,Manufacturing Director,4,Divorced,1009,16951,3,Y,No,16,3,2,80,0,0,5,3,0,0,0,0
46,No,Travel_Rarely,1011,Research & Development,1,3,Technical Degree,1,1267,3,Female,66,3,2,Manager,3,Married,4391,23166,0,Y,No,23,3,4,80,2,10,1,3,10,6,1,10
38,No,Travel_Rarely,317,Research & Development,9,4,Other,1,1268,4,Female,78,3,1,Healthcare Representative,3,Married,1080,18055,0,Y,No,13,3,1,80,1,8,1,3,8,5,3,2
40,No,Travel_Rarely,1100,Research & Development,8,3,Life Sciences,1,1269,3,Male,41,4,2,Manager,4,Married,5677,17330,0,Y,Yes,11,3,3,80,3,17,3,1,11,3,3,11
47,No,Travel_Rarely,1452,Research & Development,1,5,Technical Degree,1,1270,4,Female,34,3,1,Laboratory Technician,3,Divorced,1009,20402,1,Y,No,11,3,2,80,0,0,4,4,0,0,0,0
40,No,Travel_Rarely,801,Sales,6,4,Technical Degree,1,1271,2,Male,99,3,1,Sales Executive,3,Divorced,2391,7845,0,Y,No,14,3,2,80,1,17,2,3,17,2,3,1
46,No,Travel_Rarely,701,Sales,5,5,Life Sciences,1,1272,1,Male,40,4,1,Sales Executive,4,Divorced,3757,7708,2,Y,No,11,3,4,80,1,8,1,2,2,0,1,1
35,No,Travel_Rarely,1372,Sales,7,4,Life Sciences,1,1273,1,Male,82,3,1,Sales Executive,4,Single,2349,6728,1,Y,No,21,3,2,80,0,5,3,3,5,5,2,5
49,No,Travel_Rarely,1114,Research & Development,12,4,Other,1,1274,3,Male,84,3,4,Laboratory Technician,4,Single,8581,22834,3,Y,No,16,3,1,80,0,37,2,4,2,1,2,2
40,No,Non-Travel,1213,Research & Development,3,4,Life Sciences,1,1275,3,Female,79,2,1,Healthcare Representative,2,Married,4262,22122,0,Y,Yes,19,3,1,80,0,2,2,2,2,2,0,1
39,No,Travel_Rarely,435,Research & Development,5,3,Technical Degree,1,1276,2,Female,82,3,1,Manufacturing Director,3,Divorced,1009,5301,1,Y,No,14,3,3,80,0,9,3,3,9,1,1,0
26,Yes,Travel_Rarely,765,Research & Development,14,2,Life Sciences,1,1277,3,Male,84,3,2,Healthcare Representative,4,Single,4508,18380,1,Y,Yes,11,3,3,80,0,4,4,3,4,0,2,1
40,Yes,Travel_Frequently,880,Human Resources,23,3,Life Sciences,1,1278,1,Male,32,3,2,Human Resources,1,Single,4938,4750,1,Y,No,11,4,2,80,1,8,3,3,4,1,2,4
30,No,Travel_Frequently,1325,Research & Development,20,1,Medical,1,1279,1,Female,45,4,1,Manufacturing Director,4,Divorced,2524,19728,0,Y,Yes,12,3,3,80,1,9,3,3,8,2,1,3
32,No,Travel_Rarely,1460,Research & Development,6,3,Life Sciences,1,1280,4,Female,74,1,1,Healthcare Representative,1,Single,2771,12098,9,Y,No,16,3,1,80,3,1,3,3,1,0,1,1
30,No,Travel_Rarely,1103,Research & Development,7,3,Marketing,1,1281,2,Male,65,2,5,Research Scientist,4,Married,13416,16252,1,Y,No,17,3,4,80,0,12,3,2,2,1,1,2
28,No,Travel_Rarely,551,Sales,7,3,Medical,1,1282,3,Female,48,2,3,Sales Representative,3,Married,7447,18705,3,Y,Yes,17,3,4,80,3,11,2,2,7,6,5,3
57,No,Travel_Rarely,317,Research & Development,18,5,Life Sciences,1,1283,4,Male,33,3,2,Laboratory Technician,2,Married,4448,5992,1,Y,No,11,3,4,80,1,16,2,1,2,2,2,2
50,No,Travel_Rarely,1042,Research & Development,16,4,Life Sciences,1,1284,4,Male,88,2,2,Research Scientist,3,Married,4389,17190,5,Y,Yes,15,3,4,80,1,1,2,3,1,1,1,1
55,No,Travel_Rarely,687,Research & Development,3,2,Life Sciences,1,1285,1,Female,41,3,1,Research Director,3,Married,1583,21351,1,Y,No,11,3,2,80,1,4,5,3,0,0,0,0
27,No,Travel_Rarely,773,Research & Development,2,3,Life Sciences,1,1286,3,Male,92,3,1,Research Scientist,3,Married,3681,13577,6,Y,No,17,3,3,80,1,12,4,2,6,2,2,0
38,No,Travel_Rarely,1380,Research & Development,4,3,Technical Degree,1,1287,4,Male,85,3,3,Research Scientist,3,Married,6530,7233,1,Y,Yes,17,3,4,80,0,2,3,3,2,2,2,2
26,No,Travel_Frequently,1118,Research & Development,3,3,Medical,1,1288,4,Male,56,2,4,Research Director,4,Married,11270,8661,0,Y,No,11,3,1,80,1,12,5,3,3,3,0,3
31,No,Travel_Rarely,606,Research & Development,27,4,Life Sciences,1,1289,4,Female,97,4,1,Manufacturing Director,3,Married,2528,8650,2,Y,No,19,3,2,80,1,1,4,2,1,1,1,1
29,No,Travel_Frequently,539,Research & Development,3,3,Medical,1,1290,2,Female,53,3,4,Laboratory Technician,3,Single,9218,5554,2,Y,Yes,24,3,1,80,3,4,5,3,4,4,0,2
49,Yes,Travel_Frequently,571,Research & Development,2,3,Life Sciences,1,1291,2,Male,55,4,1,Laboratory Technician,1,Single,3428,4608,0,Y,No,18,3,3,80,2,21,2,3,21,1,1,2
34,Yes,Travel_Rarely,107,Research & Development,21,4,Life Sciences,1,1292,3,Male,51,3,1,Laboratory Technician,4,Single,1409,6378,1,Y,Yes,15,3,3,80,1,16,3,3,13,7,3,0
47,No,Travel_Rarely,320,Research & Development,1,4,Life Sciences,1,1293,4,Male,99,2,1,Healthcare Representative,1,Single,3457,7598,4,Y,Yes,14,3,2,80,1,11,3,3,9,2,0,4
43,No,Travel_Rarely,677,Sales,3,2,Technical Degree,1,1294,2,Male,48,2,1,Sales Executive,3,Married,2819,24540,0,Y,No,14,4,1,80,3,22,3,3,5,1,2,5
58,No,Travel_Rarely,614,Sales,5,4,Other,1,1295,1,Male,63,4,4,Sales Executive,4,Divorced,9106,21647,2,Y,Yes,12,3,4,80,3,14,2,4,3,1,3,3
24,No,Travel_Rarely,970,Research & Development,8,3,Technical Degree,1,1296,4,Female,40,3,2,Manager,2,Married,5793,24891,2,Y,No,16,3,1,80,2,8,3,3,0,0,0,0
49,No,Travel_Rarely,1314,Research & Development,4,3,Life Sciences,1,1297,2,Male,74,1,1,Healthcare Representative,3,Divorced,3320,19142,3,Y,No,11,3,4,80,1,40,2,3,3,3,1,0
48,No,Travel_Rarely,1076,Research & Development,6,1,Life Sciences,1,1298,1,Male,66,3,5,Laboratory Technician,2,Married,14236,23815,0,Y,No,11,3,2,80,0,13,4,3,13,13,3,1
29,No,Travel_Rarely,1372,Research & Development,2,3,Medical,1,1299,1,Male,52,3,4,Research Scientist,4,Married,11449,17143,2,Y,No,16,4,3,80,2,10,4,2,3,2,3,3
47,No,Travel_Rarely,870,Sales,8,3,Marketing,1,1300,2,Male,69,3,3,Sales Representative,3,Married,8237,19661,0,Y,No,15,3,3,80,0,6,2,3,4,1,0,4
41,No,Travel_Rarely,1078,Research & Development,5,2,Other,1,1301,3,Female,72,2,5,Laboratory Technician,4,Single,10809,15897,1,Y,Yes,13,3,1,80,1,26,2,3,2,1,1,2
36,No,Travel_Rarely,787,Sales,17,4,Life Sciences,1,1302,2,Male,33,4,1,Sales Executive,4,Single,6173,17005,2,Y,No,11,3,3,80,0,4,3,2,2,2,2,2
30,No,Non-Travel,722,Research & Development,5,4,Life Sciences,1,1303,1,Male,44,2,4,Manufacturing Director,3,Married,7895,8833,6,Y,No,16,3,3,80,0,0,3,3,0,0,0,0
31,No,Non-Travel,656,Research & Development,5,2,Marketing,1,1304,1,Male,52,3,3,Research Scientist,4,Divorced,8924,4726,0,Y,Yes,12,3,4,80,0,2,3,1,2,2,2,2
56,No,Travel_Rarely,651,Sales,8,1,Technical Degree,1,1305,2,Male,41,3,4,Sales Executive,3,Single,10647,18025,0,Y,No,15,3,4,80,2,1,4,3,1,1,1,1
38,No,Non-Travel,464,Sales,1,4,Technical Degree,1,1306,3,Male,97,2,3,Sales Executive,2,Single,5739,5159,3,Y,No,22,3,1,80,1,4,4,2,4,4,0,4
45,No,Travel_Rarely,695,Sales,2,1,Medical,1,1307,1,Male,97,3,1,Sales Executive,3,Married,2314,3983,1,Y,No,18,3,2,80,1,19,2,1,6,3,1,6
30,No,Travel_Frequently,724,Sales,14,5,Other,1,1308,3,Male,81,1,3,Sales Executive,4,Single,7382,15372,2,Y,Yes,11,3,2,80,1,12,3,3,11,5,1,0
31,No,Non-Travel,1261,Research & Development,3,3,Medical,1,1309,1,Male,70,3,1,Research Scientist,3,Divorced,4458,17088,9,Y,Yes,11,3,1,80,3,2,4,4,2,2,1,2
47,Yes,Travel_Rarely,535,Sales,10,3,Human Resources,1,1310,2,Male,88,4,1,Sales Executive,2,Married,1430,14604,9,Y,Yes,16,4,3,80,0,17,4,2,10,7,2,0
25,No,Travel_Rarely,419,Research & Development,1,2,Other,1,1311,1,Male,87,3,1,Laboratory Technician,2,Divorced,2107,19437,1,Y,No,11,3,4,80,1,8,2,3,5,5,1,3
34,No,Travel_Frequently,636,Sales,16,1,Technical Degree,1,1312,1,Female,88,3,5,Sales Representative,3,Married,8996,26827,2,Y,No,11,4,3,80,1,8,1,3,3,3,1,3
38,No,Travel_Rarely,1474,Research & Development,29,2,Life Sciences,1,1313,3,Male,52,3,1,Manager,1,Married,5102,17500,6,Y,No,17,3,4,80,3,5,2,3,5,4,0,3
39,No,Travel_Rarely,1184,Sales,4,2,Life Sciences,1,1314,3,Male,30,3,2,Sales Representative,3,Married,3394,4101,0,Y,No,16,3,3,80,0,22,5,3,0,0,0,0
36,No,Travel_Rarely,879,Research & Development,6,3,Medical,1,1315,4,Male,85,3,2,Research Director,3,Married,5490,2815,2,Y,No,17,3,4,80,3,4,3,2,1,1,1,1
41,No,Travel_Rarely,241,Research & Development,5,2,Medical,1,1316,1,Male,33,2,5,Laboratory Technician,3,Married,12348,9794,1,Y,No,16,3,2,80,0,1,2,3,1,1,1,1
44,Yes,Travel_Rarely,994,Research & Development,20,3,Technical Degree,1,1317,1,Female,58,4,1,Manager,2,Single,2353,25996,1,Y,No,15,3,4,80,0,4,0,2,4,0,4,0
44,No,Travel_Rarely,729,Sales,1,3,Life Sciences,1,1318,2,Male,46,3,3,Sales Executive,3,Married,8715,16748,9,Y,No,13,3,4,80,0,14,0,2,0,0,0,0
